layer,pair_id,language,pc1,pc2
1,161,English,3.321702003479004,0.8953352570533752
1,161,French,-4.3813157081604,1.2383209466934204
1,162,English,3.800391912460327,-0.46360230445861816
1,162,French,-1.4678374528884888,-1.0750285387039185
1,163,English,4.158593654632568,-1.8297064304351807
1,163,French,-3.1149909496307373,-1.7632158994674683
1,164,English,3.0135977268218994,1.2365713119506836
1,164,French,-4.053281307220459,1.8153190612792969
1,165,English,2.202000856399536,-2.298264503479004
1,165,French,-4.616760730743408,-0.8098914623260498
1,166,English,3.7420358657836914,-2.8304855823516846
1,166,French,-3.0810201168060303,-4.7081379890441895
1,167,English,3.951737403869629,-2.247741937637329
1,167,French,-6.441778659820557,-4.758448600769043
1,168,English,3.414431095123291,-1.8446893692016602
1,168,French,-4.019609451293945,-5.651169776916504
1,169,English,3.069859504699707,1.2922483682632446
1,169,French,-3.1613993644714355,3.040987014770508
1,170,English,3.7776355743408203,-2.4006450176239014
1,170,French,-2.8955817222595215,-3.8969459533691406
1,171,English,3.393533945083618,-1.06695556640625
1,171,French,-1.4812538623809814,-1.6744095087051392
1,172,English,3.267268180847168,-3.1322834491729736
1,172,French,-0.8311336040496826,-1.4372262954711914
1,173,English,3.0986902713775635,-1.8897112607955933
1,173,French,-3.5106770992279053,-4.81542444229126
1,174,English,3.291222333908081,2.5535969734191895
1,174,French,-4.6203484535217285,2.722496747970581
1,175,English,3.169597864151001,1.3035774230957031
1,175,French,-4.139235496520996,1.3919553756713867
1,176,English,3.1967601776123047,-0.8917973041534424
1,176,French,-1.046850323677063,-1.4968276023864746
1,177,English,2.7605738639831543,-0.08577729761600494
1,177,French,-4.31057596206665,3.1812500953674316
1,178,English,3.2414748668670654,-0.49254605174064636
1,178,French,-4.175863742828369,0.6014899015426636
1,179,English,3.117307662963867,0.8555833101272583
1,179,French,-1.7833490371704102,1.2355144023895264
1,180,English,3.5206539630889893,-1.205934762954712
1,180,French,-4.0186662673950195,-3.473809003829956
1,181,English,3.084289789199829,1.0605665445327759
1,181,French,-1.492790937423706,1.5245707035064697
1,182,English,3.1372790336608887,0.24016426503658295
1,182,French,-1.1384503841400146,1.9124091863632202
1,183,English,2.361664295196533,2.1757400035858154
1,183,French,-2.532604932785034,2.821532726287842
1,184,English,3.5608744621276855,-1.7989709377288818
1,184,French,-3.5502073764801025,-2.2995269298553467
1,185,English,3.548483371734619,0.25745612382888794
1,185,French,-3.352299690246582,0.5696560740470886
1,186,English,3.5279810428619385,1.4176959991455078
1,186,French,-3.5276715755462646,2.0325472354888916
1,187,English,3.073288679122925,1.9743932485580444
1,187,French,-5.563533782958984,2.3545002937316895
1,188,English,2.99283766746521,1.923633337020874
1,188,French,-3.859685182571411,2.4406514167785645
1,189,English,3.0610804557800293,-1.0699472427368164
1,189,French,-2.772756338119507,-1.4671947956085205
1,190,English,3.5067667961120605,-3.118213176727295
1,190,French,-3.2307047843933105,-6.939810276031494
1,191,English,3.9208779335021973,-2.474731922149658
1,191,French,-2.5681517124176025,-6.159903526306152
1,192,English,2.7387537956237793,-4.207701683044434
1,192,French,-1.6066290140151978,-0.694131076335907
1,193,English,3.3948419094085693,2.182931661605835
1,193,French,-4.465298652648926,3.661153554916382
1,194,English,2.9054627418518066,1.5876113176345825
1,194,French,-2.1718244552612305,2.4258084297180176
1,195,English,3.6847126483917236,1.6763474941253662
1,195,French,-3.6006686687469482,3.2287728786468506
1,196,English,3.3128037452697754,2.4435150623321533
1,196,French,-3.200380563735962,3.4250733852386475
1,197,English,3.0200772285461426,1.7321778535842896
1,197,French,-4.057847023010254,4.006117343902588
1,198,English,3.8623547554016113,-0.44862696528434753
